OBJECTID,Shape_Leng,Tw_Avg_01_Mohseni,Tw_Avg_02_Mohseni,Tw_Avg_03_Mohseni,Tw_Avg_04_Mohseni,Tw_Avg_05_Mohseni,Tw_Avg_06_Mohseni,Tw_Avg_07_Mohseni,Tw_Avg_08_Mohseni,Tw_Avg_09_Mohseni,Tw_Avg_10_Mohseni,Tw_Avg_11_Mohseni,Tw_Avg_12_Mohseni,Slope,F01_Q0001E,F02_Q0001E,F03_Q0001E,F04_Q0001E,F05_Q0001E,F06_Q0001E,F07_Q0001E,F08_Q0001E,F09_Q0001E,F10_Q0001E,F11_Q0001E,F12_Q0001E,MA_Q0001E,PercMAD_01,PercMAD_02,PercMAD_03,PercMAD_04,PercMAD_05,PercMAD_06,PercMAD_07,PercMAD_08,PercMAD_09,PercMAD_10,PercMAD_11,PercMAD_12,F01_V0001E,F02_V0001E,F03_V0001E,F04_V0001E,F05_V0001E,F06_V0001E,F07_V0001E,F08_V0001E,F09_V0001E,F10_V0001E,F11_V0001E,F12_V0001E,HabSuit_08,HabRating_08,Length_km,Length_km_QW,UID,Reach_ID,Shape_Length,DS_Barrier,DS_Barrier_Name
1261,3.812685536,1.538106867,1.692909033,2.433005434,4.553523504,7.499292609,10.53828551,13.43769408,12.71517763,10.1654976,5.982868804,2.787081935,1.518361683,1.02290104,5.685,4.815,2.914,8.241,46.417,37.227,13.494,6.236,4.553,4.758,3.936,4.884,10.228,55.58271412,47.07665233,28.49041846,80.57293704,453.8228393,363.9714509,131.9319515,60.96988659,44.51505671,46.51935862,38.48259679,47.75127102,0.90914,0.85843,0.72968,1.04007,2.14046,1.93792,1.25909,0.93939,0.84233,0.85496,0.8026,0.8626,Excellent,1,3.812685536,3.812685536,89396,ReachID_089396,3812.685536,10,Montpelier
1262,3.084323465,1.565538442,1.713369185,2.509994542,4.984778573,7.756529277,10.79126939,13.66280133,12.99514705,10.31953142,6.10458056,2.845847092,1.534341516,9.434808096,1.511,0.676,0.588,0.99,2.685,1.74,0.722,0.434,0.447,0.539,0.54,0.811,0.685,220.5839416,98.68613139,85.83941606,144.5255474,391.9708029,254.0145985,105.4014599,63.35766423,65.25547445,78.68613139,78.83211679,118.3941606,1.21572,0.90032,0.85807,1.03325,1.53963,1.28631,0.92138,0.77621,0.7836,0.83325,0.83377,0.96041,Fair,0.25,3.084323465,0.771080866,21951,ReachID_021951,3084.323465,10,Montpelier
1263,1.769947513,1.726178782,1.848084024,2.912903256,4.846674426,6.84583063,9.906476872,12.62074666,11.82460573,9.374121479,5.643604386,2.879251337,1.639827073,8.926818386,2.851,3,0.821,1.091,1.827,1.834,1.734,0.956,0.853,1.316,1.381,1.94,0.97,293.9175258,309.2783505,84.63917526,112.4742268,188.3505155,189.0721649,178.7628866,98.55670103,87.93814433,135.6701031,142.371134,200,1.329191818,1.357884545,0.832001818,0.917766364,1.109495455,1.110939091,1.089833636,0.878659091,0.845414545,0.984924545,1.002129091,1.139894545,Good,0.75,1.769947513,1.327460635,75065,ReachID_075065,1769.947513,9,Soda_Springs
1264,0.887873053,1.538106867,1.692909033,2.433005434,4.553523504,7.499292609,10.53828551,13.43769408,12.71517763,10.1654976,5.982868804,2.787081935,1.518361683,1.464173279,5.538,4.811,2.674,7.133,39.32,32.293,12.143,5.65,4.155,4.492,3.757,4.71,9.022,61.3832853,53.32520505,29.63866105,79.06229217,435.8235425,357.9361561,134.5932166,62.62469519,46.05409,49.78940368,41.6426513,52.20571935,0.931374545,0.886755455,0.695146364,0.984195455,1.807869091,1.758412727,1.192967273,0.900104545,0.812171818,0.845705455,0.802536364,0.86294,Excellent,1,0.887873053,0.887873053,31498,ReachID_031498,887.8730535,10,Montpelier
1265,0.372242169,1.726178782,1.848084024,2.912903256,4.846674426,6.84583063,9.906476872,12.62074666,11.82460573,9.374121479,5.643604386,2.879251337,1.639827073,5.910131041,5.011,4.682,2.188,3.99,7.99,8.712,6.054,3.008,2.294,2.992,3.137,3.898,3.496,143.3352403,133.9244851,62.58581236,114.1304348,228.5469108,249.1990847,173.1693364,86.04118993,65.61784897,85.58352403,89.73112128,111.4988558,1.17123,1.14067,0.86408,1.07291,1.4138,1.46576,1.26236,0.9664,0.87822,0.96454,0.98124,1.0635,Excellent,1,0.372242169,0.372242169,11570,ReachID_011570,372.2421694,9,Soda_Springs
1266,0.426269036,1.70997255,1.830472515,2.698628473,4.202103228,6.465017438,9.218992098,11.70314499,10.97895686,8.690457733,5.355245214,2.852893372,1.646052652,5.161059838,5.011,4.682,2.188,3.99,7.99,8.712,6.054,3.008,2.294,2.992,3.137,3.898,3.496,143.3352403,133.9244851,62.58581236,114.1304348,228.5469108,249.1990847,173.1693364,86.04118993,65.61784897,85.58352403,89.73112128,111.4988558,1.17123,1.14067,0.86408,1.07291,1.4138,1.46576,1.26236,0.9664,0.87822,0.96454,0.98124,1.0635,Excellent,1,0.426269036,0.426269036,98075,ReachID_098075,426.2690356,9,Soda_Springs
1267,0.759834084,1.716875501,1.837448387,2.792793296,4.484082621,6.633707553,9.52704349,12.11573625,11.35890653,8.996527897,5.48424006,2.863781677,1.641870444,5.26430715,5.011,4.682,2.188,3.99,7.99,8.712,6.054,3.008,2.294,2.992,3.137,3.898,3.496,143.3352403,133.9244851,62.58581236,114.1304348,228.5469108,249.1990847,173.1693364,86.04118993,65.61784897,85.58352403,89.73112128,111.4988558,1.17123,1.14067,0.86408,1.07291,1.4138,1.46576,1.26236,0.9664,0.87822,0.96454,0.98124,1.0635,Excellent,1,0.759834084,0.759834084,49469,ReachID_049469,759.8340838,9,Soda_Springs
1268,2.668268004,1.664175017,1.708246069,2.542656163,3.795818018,5.834523688,9.345183025,11.92253965,11.13828939,8.795741681,5.264378838,2.619191738,1.542700397,6.258741615,5.011,4.682,2.188,3.99,7.99,8.712,6.054,3.008,2.294,2.992,3.137,3.898,3.496,143.3352403,133.9244851,62.58581236,114.1304348,228.5469108,249.1990847,173.1693364,86.04118993,65.61784897,85.58352403,89.73112128,111.4988558,1.17123,1.14067,0.86408,1.07291,1.4138,1.46576,1.26236,0.9664,0.87822,0.96454,0.98124,1.0635,Good,0.75,2.668268004,2.001201003,24560,ReachID_024560,2668.268004,9,Soda_Springs
1269,2.622720907,1.712082888,1.814494197,2.825872388,4.594729175,6.609119326,9.779422158,12.46371501,11.6700431,9.243376633,5.557436612,2.8195463,1.617483963,3.355294106,5.011,4.682,2.188,3.99,7.99,8.712,6.054,3.008,2.294,2.992,3.137,3.898,3.496,143.3352403,133.9244851,62.58581236,114.1304348,228.5469108,249.1990847,173.1693364,86.04118993,65.61784897,85.58352403,89.73112128,111.4988558,1.17123,1.14067,0.86408,1.07291,1.4138,1.46576,1.26236,0.9664,0.87822,0.96454,0.98124,1.0635,Excellent,1,2.622720907,2.622720907,6205,ReachID_006205,2622.720907,9,Soda_Springs
1270,3.988385675,1.420586953,1.68561481,2.796779043,7.068037183,10.12347841,13.00527117,16.50583403,15.75309375,12.60359257,7.325888639,3.283355124,1.574851047,0.952766435,3.517,3.381,1.753,6.42,18.707,14.584,5.549,2.797,2.309,2.55,2.147,2.799,4.594,76.55637788,73.59599478,38.15846757,139.7474967,407.2050501,317.4575533,120.7879843,60.88376143,50.26121027,55.50718328,46.73487157,60.92729647,0.882111818,0.870222727,0.704784545,1.098129091,1.701917273,1.529347273,1.039292727,0.816405455,0.767225455,0.792064545,0.749846364,0.816593636,Good,0.75,3.988385675,2.991289257,74776,ReachID_074776,3988.385675,9,Soda_Springs
1271,6.5473921,1.63756952,1.687346002,2.503372506,3.936295186,6.119404154,9.524422439,12.27618996,11.52799295,9.112033624,5.434467025,2.65092097,1.542346839,7.621355074,4.82,4.53,1.981,4.685,10.756,10.56,6.201,3.131,2.396,2.97,2.996,3.739,3.898,123.6531555,116.2134428,50.82093381,120.1898409,275.9363776,270.908158,159.0815803,80.32324269,61.46741919,76.19291945,76.85992817,95.92098512,1.20845,1.17928,0.86972,1.19498,1.68681,1.67341,1.33729,1.02418,0.92937,1.00439,1.00762,1.09491,Good,0.75,6.5473921,4.910544075,98118,ReachID_098118,6547.3921,9,Soda_Springs
1272,1.415486328,1.603689406,1.715145372,2.604920272,5.01191597,7.590769109,10.36018442,13.67329898,13.02823195,10.35896445,6.152685599,2.8949925,1.598085045,5.015943891,4.82,4.53,1.981,4.685,10.756,10.56,6.201,3.131,2.396,2.97,2.996,3.739,3.898,123.6531555,116.2134428,50.82093381,120.1898409,275.9363776,270.908158,159.0815803,80.32324269,61.46741919,76.19291945,76.85992817,95.92098512,1.20845,1.17928,0.86972,1.19498,1.68681,1.67341,1.33729,1.02418,0.92937,1.00439,1.00762,1.09491,Excellent,1,1.415486328,1.415486328,66914,ReachID_066914,1415.486328,9,Soda_Springs
1273,0.047114595,1.603689406,1.715145372,2.604920272,5.01191597,7.590769109,10.36018442,13.67329898,13.02823195,10.35896445,6.152685599,2.8949925,1.598085045,6.367453619,4.82,4.53,1.981,4.685,10.756,10.56,6.201,3.131,2.396,2.97,2.996,3.739,3.898,123.6531555,116.2134428,50.82093381,120.1898409,275.9363776,270.908158,159.0815803,80.32324269,61.46741919,76.19291945,76.85992817,95.92098512,1.20845,1.17928,0.86972,1.19498,1.68681,1.67341,1.33729,1.02418,0.92937,1.00439,1.00762,1.09491,Good,0.75,0.047114595,0.035335946,30576,ReachID_030576,47.11459524,9,Soda_Springs
1274,3.324153594,1.428272935,1.703724768,2.805191505,6.90677321,9.843942114,12.64329598,16.18209878,15.43461013,12.41785874,7.236334589,3.256268773,1.582430865,0,504.095,500.179,563.785,541.094,675.471,1139.314,1367.236,1103.42,742.165,597.796,626.667,570.378,744.774,67.6842908,67.15849372,75.69880259,72.65210655,90.6947611,152.9744594,183.5773,148.1550108,99.64969239,80.2654228,84.14190076,76.58403757,1.64524,1.63972,1.72709,1.69648,1.86999,2.36962,2.5792,2.33487,1.95005,1.77191,1.80902,1.73587,Good,0.75,3.324153594,2.493115196,91437,ReachID_091437,3324.153594,9,Soda_Springs
1275,2.692613256,1.413779615,1.730926529,2.801968891,6.919719444,9.88713174,12.56940813,16.08242779,15.24911614,12.30179557,7.193258674,3.221028732,1.571381781,0.111415926,504.098,500.183,563.794,541.357,676.165,1139.828,1367.343,1103.468,742.197,597.816,626.673,570.382,744.897,67.67351728,67.14794126,75.68751116,72.67541687,90.7729525,153.0182025,183.5613514,148.1369908,99.63753378,80.25485403,84.12881244,76.57192874,1.227569091,1.223773636,1.28385,1.262912727,1.382376364,1.725791818,1.869762727,1.701758182,1.43716,1.31467,1.340185455,1.289887273,Good,0.75,2.692613256,2.019459942,14931,ReachID_014931,2692.613256,9,Soda_Springs
1276,0.162589998,1.726178782,1.848084024,2.912903256,4.846674426,6.84583063,9.906476872,12.62074666,11.82460573,9.374121479,5.643604386,2.879251337,1.639827073,21.52653946,2.923,3.049,0.963,1.247,2.02,2.007,1.826,0.995,0.865,1.345,1.444,2.049,1.038,281.5992293,293.7379576,92.77456647,120.1348748,194.6050096,193.3526012,175.9152216,95.85741811,83.33333333,129.5761079,139.1136802,197.3988439,0.53542,0.54056,0.43429,0.45281,0.49497,0.49433,0.48523,0.4365,0.42732,0.45873,0.46451,0.49639,Poor,0.1,0.162589998,0.016259,46933,ReachID_046933,162.5899976,9,Soda_Springs
1277,0.050877125,1.726178782,1.848084024,2.912903256,4.846674426,6.84583063,9.906476872,12.62074666,11.82460573,9.374121479,5.643604386,2.879251337,1.639827073,21.62071876,2.923,3.049,0.963,1.247,2.02,2.007,1.826,0.995,0.865,1.345,1.444,2.049,1.038,281.5992293,293.7379576,92.77456647,120.1348748,194.6050096,193.3526012,175.9152216,95.85741811,83.33333333,129.5761079,139.1136802,197.3988439,0.53542,0.54056,0.43429,0.45281,0.49497,0.49433,0.48523,0.4365,0.42732,0.45873,0.46451,0.49639,Poor,0.1,0.050877125,0.005087712,49411,ReachID_049411,50.8771245,9,Soda_Springs
1278,1.82875666,1.723143391,1.840742494,2.873953426,4.746024684,6.731963611,9.819555825,12.50817904,11.71870602,9.279010437,5.586177016,2.856253369,1.633749435,5.960333727,4.952,4.582,2.037,3.596,7.358,8.073,5.801,2.869,2.215,2.985,3.048,3.812,3.301,150.0151469,138.8064223,61.70857316,108.9366859,222.9021509,244.5622539,175.7346259,86.91305665,67.10087852,90.42714329,92.33565586,115.4801575,1.201902727,1.170617273,0.855358182,1.042078182,1.375089091,1.425856364,1.264120909,0.96813,0.885845455,0.987526364,0.993445455,1.083400909,Excellent,1,1.82875666,1.82875666,67507,ReachID_067507,1828.75666,9,Soda_Springs
1279,14.05765478,1.6317778,1.732922506,2.581391604,4.577554557,6.832766195,10.07591462,12.87597914,12.14072209,9.585982841,5.722436168,2.799312733,1.563781984,5.932710775,4.986,4.607,2.361,8.039,20.292,15.198,7.926,4.365,3.352,3.74,3.372,4.113,5.749,86.72812663,80.13567577,41.06801183,139.8330144,352.9657332,264.359019,137.8674552,75.92624804,58.30579231,65.05479214,58.6536789,71.54287702,1.16153,1.12645,0.8546,1.30257,1.9837,1.78541,1.3733,1.08616,0.98308,1.02857,0.99462,1.07824,Excellent,1,14.05765478,14.05765478,64860,ReachID_064860,14057.65478,9,Soda_Springs
1280,1.371173497,1.430652419,1.70260098,2.799196429,6.894827311,9.724786263,12.62250085,15.99854606,15.16876328,12.25376694,7.26050137,3.213828014,1.554007909,0.65637208,4.986,4.607,2.361,8.039,20.292,15.198,7.926,4.365,3.352,3.74,3.372,4.113,5.749,86.72812663,80.13567577,41.06801183,139.8330144,352.9657332,264.359019,137.8674552,75.92624804,58.30579231,65.05479214,58.6536789,71.54287702,0.93239,0.90673,0.72795,1.11255,1.62321,1.43612,1.10652,0.88983,0.81376,0.84403,0.81536,0.87176,Good,0.75,1.371173497,1.028380123,54806,ReachID_054806,1371.173497,9,Soda_Springs
1281,8.162930064,1.616120031,1.702832647,2.56580632,4.581494423,7.011077428,10.04090125,13.14184564,12.4555359,9.87964945,5.875090406,2.801169387,1.576796993,6.61527167,3.373,3.436,1.702,4.946,11.738,8.266,3.896,2.007,1.65,1.987,2.032,2.683,3.093,109.0526996,111.0895571,55.02748141,159.909473,379.5021015,267.2486259,125.9618493,64.88845781,53.34626576,64.2418364,65.69673456,86.74426124,1.152132727,1.162026364,0.871845455,1.216593636,1.713504545,1.550309091,1.168052727,0.914685455,0.856092727,0.923548182,0.939418182,1.041714545,Good,0.75,8.162930064,6.122197548,43719,ReachID_043719,8162.930064,9,Soda_Springs
1282,2.12040535,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,5.282008934,6.369,5.615,3.041,6.084,14.173,16.33,10.085,4.956,3.619,4.434,4.391,5.23,5.894,108.0590431,95.26637258,51.59484221,103.2236172,240.4648795,277.0614184,171.1062097,84.08551069,61.40142518,75.22904649,74.49949101,88.73430607,1.16242,1.10715,0.88514,1.14191,1.61436,1.71639,1.39848,1.05591,0.94097,1.01302,1.00938,1.07758,Excellent,1,2.12040535,2.12040535,50540,ReachID_050540,2120.40535,9,Soda_Springs
1283,2.959342721,1.7112592,1.813109098,2.724536948,4.361251333,6.293020847,9.477158382,12.0629855,11.30024267,8.905226446,5.361376785,2.766202302,1.609960538,13.31376718,3.904,3.877,1.416,1.867,3.724,3.983,3.198,1.896,1.586,2.162,2.204,2.971,1.888,206.779661,205.3495763,75,98.88771186,197.2457627,210.9639831,169.3855932,100.4237288,84.00423729,114.5127119,116.7372881,157.3622881,1.378176364,1.382868182,0.917110909,0.998530909,1.299400909,1.332490909,1.229476364,1.012810909,0.954061818,1.075106364,1.085124545,1.226001818,Poor,0.1,2.959342721,0.295934272,90105,ReachID_090105,2959.342721,9,Soda_Springs
1284,0.051994228,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,15.38632329,3.904,3.877,1.416,1.867,3.724,3.983,3.198,1.896,1.586,2.162,2.204,2.971,1.888,206.779661,205.3495763,75,98.88771186,197.2457627,210.9639831,169.3855932,100.4237288,84.00423729,114.5127119,116.7372881,157.3622881,1.36459,1.3607,0.92479,1.02228,1.33844,1.37588,1.25843,1.02815,0.96304,1.08011,1.08804,1.22201,Poor,0.1,0.051994228,0.005199423,78956,ReachID_078956,51.99422791,9,Soda_Springs
1285,2.765221257,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,15.94809091,3.336,3.349,1.79,2.374,4.348,4.414,2.568,1.463,1.247,1.644,1.79,2.399,1.749,190.7375643,191.4808462,102.3441967,135.7347055,248.5991995,252.3727844,146.8267581,83.64779874,71.29788451,93.99656947,102.3441967,137.1640938,1.34004,1.34217,1.04964,1.16954,1.49588,1.50542,1.20622,0.97434,0.92018,1.0169,1.04964,1.17435,Poor,0.1,2.765221257,0.276522126,60860,ReachID_060860,2765.221257,9,Soda_Springs
1286,0.06931919,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,2.885203925,3.336,3.349,1.79,2.374,4.348,4.414,2.568,1.463,1.247,1.644,1.79,2.399,1.749,190.7375643,191.4808462,102.3441967,135.7347055,248.5991995,252.3727844,146.8267581,83.64779874,71.29788451,93.99656947,102.3441967,137.1640938,1.34004,1.34217,1.04964,1.16954,1.49588,1.50542,1.20622,0.97434,0.92018,1.0169,1.04964,1.17435,Excellent,1,0.06931919,0.06931919,76529,ReachID_076529,69.31919031,9,Soda_Springs
1287,4.672901886,1.430652419,1.70260098,2.799196429,6.894827311,9.724786263,12.62250085,15.99854606,15.16876328,12.25376694,7.26050137,3.213828014,1.554007909,0.042799957,7.791,6.517,5.487,30.265,84.467,64.46,25.507,11.864,8.17,7.877,6.73,7.144,19.74,39.46808511,33.0141844,27.79635258,153.3181358,427.8976697,326.5450861,129.2147923,60.10131712,41.38804458,39.90374873,34.09321175,36.19047619,0.644659091,0.614238182,0.584393636,0.986483636,1.484129091,1.331401818,0.935602727,0.726094545,0.650760909,0.644480909,0.618354545,0.629266364,Good,0.75,4.672901886,3.504676415,35489,ReachID_035489,4672.901886,9,Soda_Springs
1288,0.17633889,1.430652419,1.70260098,2.799196429,6.894827311,9.724786263,12.62250085,15.99854606,15.16876328,12.25376694,7.26050137,3.213828014,1.554007909,1.134179761,7.791,6.517,5.487,30.266,84.468,64.461,25.507,11.864,8.17,7.877,6.73,7.144,19.74,39.46808511,33.0141844,27.79635258,153.3232016,427.9027356,326.550152,129.2147923,60.10131712,41.38804458,39.90374873,34.09321175,36.19047619,0.494445455,0.475595455,0.459053636,0.714539091,1.025330909,0.926401818,0.677313636,0.546593636,0.499767273,0.495661818,0.478860909,0.485070909,Good,0.75,0.17633889,0.132254167,9978,ReachID_009978,176.33889,9,Soda_Springs
1289,8.207623233,1.583665289,1.712961752,2.513410911,4.903777663,7.473269417,10.50649515,13.31633238,12.6878824,10.05210036,5.983346229,2.814980465,1.533917069,5.446156424,4.907,4.407,1.701,4.676,16.604,16.969,7.211,3.484,2.669,3.299,2.905,3.732,4.993,98.27758862,88.263569,34.06769477,93.65111156,332.5455638,339.8557981,144.4221911,69.77768876,53.45483677,66.0725015,58.18145404,74.7446425,1.153844545,1.11707,0.777683636,1.063539091,1.758635455,1.787600909,1.283283636,0.975445455,0.89222,0.974321818,0.937394545,1.033408182,Excellent,1,8.207623233,8.207623233,27372,ReachID_027372,8207.623233,10,Montpelier
1290,4.159736132,1.572099559,1.722493912,2.589354417,5.058261866,7.459183246,10.231253,13.0722495,12.38660258,9.786580561,5.858745064,2.788925106,1.552953055,7.861075549,3.985,3.865,1.161,2.084,5.655,6.634,4.286,2.166,1.731,2.246,2.177,2.91,2.457,162.1896622,157.3056573,47.25274725,84.81888482,230.1587302,270.00407,174.4403744,88.15628816,70.45177045,91.41229141,88.6039886,118.4371184,1.255321818,1.241595455,0.794564545,0.934095455,1.378070909,1.471994545,1.262220909,0.975152727,0.903137273,0.99984,0.988932727,1.107617273,Good,0.75,4.159736132,3.119802099,2145,ReachID_002145,4159.736132,9,Soda_Springs
1291,3.125447766,1.572099559,1.722493912,2.589354417,5.058261866,7.459183246,10.231253,13.0722495,12.38660258,9.786580561,5.858745064,2.788925106,1.552953055,14.71789115,2.565,2.739,0.588,1.023,2.573,2.867,1.82,0.989,0.863,1.187,1.192,1.709,1.113,230.458221,246.0916442,52.83018868,91.91374663,231.1769991,257.5920934,163.5220126,88.8589398,77.53818509,106.6486972,107.0979335,153.5489668,1.36443,1.40188,0.79144,0.95657,1.36618,1.42873,1.18853,0.94504,0.9006,1.00983,1.01139,1.15961,Poor,0.1,3.125447766,0.312544777,40792,ReachID_040792,3125.447766,9,Soda_Springs
1292,4.975302416,1.718399357,1.760087505,2.465238865,3.700837979,5.630783407,8.990515356,11.42184997,10.69320152,8.349253775,5.042272007,2.628379445,1.552729331,12.099767,4.075,4.012,1.262,2.486,5.653,6.156,4.066,2.36,1.91,2.37,2.292,3.021,2.483,164.1159887,161.5787354,50.82561418,100.1208216,227.6681434,247.9258961,163.753524,95.04631494,76.92307692,95.44905356,92.30769231,121.6673379,1.31182,1.30355,0.84687,1.08022,1.50229,1.55757,1.31064,1.05919,0.97941,1.06088,1.04762,1.16438,Poor,0.1,4.975302416,0.497530242,43702,ReachID_043702,4975.302416,9,Soda_Springs
1293,0.049049146,1.718399357,1.760087505,2.465238865,3.700837979,5.630783407,8.990515356,11.42184997,10.69320152,8.349253775,5.042272007,2.628379445,1.552729331,8.155085901,4.075,4.012,1.262,2.486,5.653,6.156,4.066,2.36,1.91,2.37,2.292,3.021,2.483,164.1159887,161.5787354,50.82561418,100.1208216,227.6681434,247.9258961,163.753524,95.04631494,76.92307692,95.44905356,92.30769231,121.6673379,1.31182,1.30355,0.84687,1.08022,1.50229,1.55757,1.31064,1.05919,0.97941,1.06088,1.04762,1.16438,Good,0.75,0.049049146,0.03678686,25889,ReachID_025889,49.04914612,9,Soda_Springs
1294,7.938343569,1.583388053,1.683887668,2.400292438,4.196212502,6.700867293,9.793566777,12.50979345,11.89229518,9.482754978,5.659892483,2.695437546,1.506592618,8.729780892,3.088,2.981,1.273,2.417,10.514,8.012,3.452,1.795,1.521,1.815,1.658,2.288,2.665,115.8724203,111.8574109,47.7673546,90.69418386,394.521576,300.6378987,129.5309568,67.35459662,57.07317073,68.10506567,62.21388368,85.85365854,1.206807273,1.217704545,0.821088182,0.976283636,1.724771818,1.59248,1.174562727,0.926558182,0.880113636,0.961328182,0.939844545,1.066622727,Good,0.75,7.938343569,5.953757677,96186,ReachID_096186,7938.343569,10,Montpelier
1295,5.022431409,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,3.086154641,7.681,6.44,4.561,13.401,36.871,38.247,17.917,8.424,5.816,6.197,5.798,6.522,11.602,66.20410274,55.50767109,39.31218755,115.5059473,317.7986554,329.6586795,154.4302706,72.608171,50.12928805,53.41320462,49.97414239,56.21444579,1.048661818,0.983444545,0.867478182,1.256451818,1.904991818,1.959039091,1.435411818,1.066575455,0.933194545,0.96122,0.940941818,0.985056364,Excellent,1,5.022431409,5.022431409,44225,ReachID_044225,5022.431409,9,Soda_Springs
1296,1.462364358,1.694194881,1.776572892,2.518463824,3.835450241,5.683287707,8.979740762,11.41121739,10.68866662,8.36487053,5.038695463,2.636792973,1.575791523,2.530149193,7.681,6.44,4.562,13.426,36.961,38.293,17.93,8.429,5.819,6.199,5.8,6.524,11.616,66.12431129,55.44077135,39.27341598,115.5819559,318.190427,329.6573691,154.3560606,72.56370523,50.09469697,53.36604683,49.93112948,56.16391185,0.997852727,0.936261818,0.831167273,1.234954545,1.894295455,1.925429091,1.389432727,1.032508182,0.903193636,0.923573636,0.902212727,0.940501818,Excellent,1,1.462364358,1.462364358,51563,ReachID_051563,1462.364358,9,Soda_Springs
1297,0.094205995,1.76316258,1.837914735,2.66025732,4.328658478,6.485590247,9.363228028,11.90116888,11.20515881,8.91927185,5.438554582,2.930631264,1.744981255,2.123007132,7.681,6.44,4.564,13.467,37.086,38.356,17.946,8.436,5.823,6.202,5.802,6.525,11.636,66.01065658,55.34547955,39.22310072,115.735648,318.7177724,329.632176,154.2282571,72.4991406,50.04297009,53.30010313,49.8624957,56.07597112,0.70837,0.67264,0.61178,0.84731,1.23125,1.2479,0.93607,0.72879,0.65367,0.66543,0.65301,0.67519,Excellent,1,0.094205995,0.094205995,9716,ReachID_009716,94.20599533,9,Soda_Springs
1298,0.217456626,1.76316258,1.837914735,2.66025732,4.328658478,6.485590247,9.363228028,11.90116888,11.20515881,8.91927185,5.438554582,2.930631264,1.744981255,1.379585463,7.681,6.44,4.564,13.467,37.086,38.356,17.946,8.436,5.823,6.202,5.802,6.525,11.636,66.01065658,55.34547955,39.22310072,115.735648,318.7177724,329.632176,154.2282571,72.4991406,50.04297009,53.30010313,49.8624957,56.07597112,0.70837,0.67264,0.61178,0.84731,1.23125,1.2479,0.93607,0.72879,0.65367,0.66543,0.65301,0.67519,Excellent,1,0.217456626,0.217456626,61222,ReachID_061222,217.456626,9,Soda_Springs
1299,0.079532856,1.731237276,1.809374208,2.593898769,4.095463206,6.109310944,9.185729113,11.67688454,10.96825763,8.663935507,5.252485201,2.793445578,1.662378932,1.257342,7.681,6.44,4.564,13.467,37.086,38.356,17.946,8.436,5.823,6.202,5.802,6.525,11.636,66.01065658,55.34547955,39.22310072,115.735648,318.7177724,329.632176,154.2282571,72.4991406,50.04297009,53.30010313,49.8624957,56.07597112,0.652709091,0.621950909,0.569550909,0.772198182,1.102604545,1.117050909,0.848685455,0.670262727,0.605604545,0.615733636,0.605045455,0.624143636,Excellent,1,0.079532856,0.079532856,57750,ReachID_057750,79.53285579,9,Soda_Springs
1300,11.84737589,1.555021615,1.709041728,2.565285492,5.052684356,7.522544085,10.38885838,13.25601078,12.52696329,9.94171916,5.956127464,2.825658815,1.540547406,6.710346726,5.187,4.819,1.731,4.251,15.101,15.012,8.143,4.15,3.186,3.617,3.255,4.054,5.065,102.4086871,95.14313919,34.1757157,83.92892399,298.1441264,296.3869694,160.7699901,81.93484699,62.90227048,71.41164857,64.26456071,80.03948667,1.184100909,1.150997273,0.779740909,1.047993636,1.722373636,1.787624545,1.398019091,1.071847273,0.972967273,1.023423636,0.987089091,1.071201818,Good,0.75,11.84737589,8.885531916,67408,ReachID_067408,11847.37589,9,Soda_Springs
1301,2.531206863,1.677263734,1.763127807,2.602222443,4.641811585,6.880307563,9.943820089,12.75687274,12.08825338,9.517596761,5.689477832,2.817681857,1.592266031,6.20257484,5.335,4.808,2.122,6.536,18.579,16.49,8.417,4.568,3.436,3.774,3.464,4.246,5.734,93.0415068,83.85071503,37.00732473,113.9867457,324.0146495,287.5828392,146.7910708,79.66515521,59.92326474,65.81792815,60.41158005,74.04952912,1.14983,1.10462,0.82411,1.24562,1.94055,1.84038,1.38033,1.08326,0.97452,1.00855,0.97739,1.05376,Good,0.75,2.531206863,1.898405147,78930,ReachID_078930,2531.206863,9,Soda_Springs
